# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.6 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2024-04-01T00:00:00.0
# Date end (ISO 8601): 2025-04-01T00:00:00.0
# Latitude (positive North, ISO 19115): 27.8974
# Longitude (positive East, ISO 19115): 78.0880
# Altitude (m): 191.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-04-25
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI/DNI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2025-02-03T21:00:00.0/2025-02-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-03T22:00:00.0/2025-02-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-03T23:00:00.0/2025-02-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T00:00:00.0/2025-02-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T01:00:00.0/2025-02-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T02:00:00.0/2025-02-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T03:00:00.0/2025-02-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T04:00:00.0/2025-02-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T05:00:00.0/2025-02-04T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T06:00:00.0/2025-02-04T07:00:00.0;25.7574;7.0010;0.4920;6.5089;7.3724
2025-02-04T07:00:00.0/2025-02-04T08:00:00.0;271.1139;118.9381;34.8578;84.0802;160.4199
2025-02-04T08:00:00.0/2025-02-04T09:00:00.0;539.4135;307.5083;136.7913;170.7170;349.7785
2025-02-04T09:00:00.0/2025-02-04T10:00:00.0;758.5369;483.3374;249.1710;234.1664;458.7118
2025-02-04T10:00:00.0/2025-02-04T11:00:00.0;913.5530;611.6890;333.2175;278.4715;510.7740
2025-02-04T11:00:00.0/2025-02-04T12:00:00.0;993.8981;676.7736;370.9083;305.8654;522.9380
2025-02-04T12:00:00.0/2025-02-04T13:00:00.0;994.0974;671.6826;356.3469;315.3358;502.1610
2025-02-04T13:00:00.0/2025-02-04T14:00:00.0;914.1388;596.4841;293.5650;302.9191;449.2197
2025-02-04T14:00:00.0/2025-02-04T15:00:00.0;759.4741;454.1932;186.2594;267.9339;340.6265
2025-02-04T15:00:00.0/2025-02-04T16:00:00.0;540.6477;269.2991;74.6959;194.6033;187.9666
2025-02-04T16:00:00.0/2025-02-04T17:00:00.0;272.5784;97.8977;13.4428;84.4549;59.8646
2025-02-04T17:00:00.0/2025-02-04T18:00:00.0;26.4028;6.0410;0.1267;5.9143;1.8008
2025-02-04T18:00:00.0/2025-02-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T19:00:00.0/2025-02-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T20:00:00.0/2025-02-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T21:00:00.0/2025-02-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T22:00:00.0/2025-02-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-04T23:00:00.0/2025-02-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T00:00:00.0/2025-02-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T01:00:00.0/2025-02-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T02:00:00.0/2025-02-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T03:00:00.0/2025-02-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T04:00:00.0/2025-02-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T05:00:00.0/2025-02-05T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T06:00:00.0/2025-02-05T07:00:00.0;27.2639;6.9737;0.3785;6.5952;5.4568
2025-02-05T07:00:00.0/2025-02-05T08:00:00.0;275.0421;115.0330;30.0777;84.9554;134.8697
2025-02-05T08:00:00.0/2025-02-05T09:00:00.0;543.6703;308.1119;136.7163;171.3956;344.9496
2025-02-05T09:00:00.0/2025-02-05T10:00:00.0;763.0622;500.3008;279.3487;220.9521;509.9846
2025-02-05T10:00:00.0/2025-02-05T11:00:00.0;918.2684;649.1895;414.7747;234.4147;631.5607
2025-02-05T11:00:00.0/2025-02-05T12:00:00.0;998.7126;731.3488;502.2534;229.0954;704.3396
2025-02-05T12:00:00.0/2025-02-05T13:00:00.0;998.9135;737.4749;519.5673;217.9076;728.6351
2025-02-05T13:00:00.0/2025-02-05T14:00:00.0;918.8591;670.9395;474.2010;196.7385;722.6684
2025-02-05T14:00:00.0/2025-02-05T15:00:00.0;764.0079;538.1356;370.6743;167.4613;678.1688
2025-02-05T15:00:00.0/2025-02-05T16:00:00.0;544.9175;353.3292;226.1392;127.1900;575.9221
2025-02-05T16:00:00.0/2025-02-05T17:00:00.0;276.5247;145.8648;75.4856;70.3791;354.5645
2025-02-05T17:00:00.0/2025-02-05T18:00:00.0;27.9656;9.2153;2.1272;7.0881;31.7459
2025-02-05T18:00:00.0/2025-02-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T19:00:00.0/2025-02-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T20:00:00.0/2025-02-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T21:00:00.0/2025-02-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T22:00:00.0/2025-02-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-05T23:00:00.0/2025-02-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T00:00:00.0/2025-02-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T01:00:00.0/2025-02-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T02:00:00.0/2025-02-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T03:00:00.0/2025-02-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T04:00:00.0/2025-02-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T05:00:00.0/2025-02-06T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T06:00:00.0/2025-02-06T07:00:00.0;28.8714;9.9351;2.5565;7.3787;37.7964
2025-02-06T07:00:00.0/2025-02-06T08:00:00.0;279.0178;155.6747;87.8881;67.7866;409.2215
2025-02-06T08:00:00.0/2025-02-06T09:00:00.0;547.9705;375.0068;262.1401;112.8667;663.8246
2025-02-06T09:00:00.0/2025-02-06T10:00:00.0;767.6274;568.7363;428.9653;139.7711;780.9202
2025-02-06T10:00:00.0/2025-02-06T11:00:00.0;923.0212;708.9163;552.8770;156.0393;838.4188
2025-02-06T11:00:00.0/2025-02-06T12:00:00.0;1003.5632;779.9953;614.4843;165.5111;857.4571
2025-02-06T12:00:00.0/2025-02-06T13:00:00.0;1003.7656;775.8146;606.8519;168.9626;846.5513
2025-02-06T13:00:00.0/2025-02-06T14:00:00.0;923.6165;698.2334;533.2456;164.9878;807.8991
2025-02-06T14:00:00.0/2025-02-06T15:00:00.0;768.5811;556.0684;406.4045;149.6639;738.6567
2025-02-06T15:00:00.0/2025-02-06T16:00:00.0;549.2298;363.4559;243.4513;120.0045;614.3411
2025-02-06T16:00:00.0/2025-02-06T17:00:00.0;280.5176;148.9983;78.9535;70.0448;364.3341
2025-02-06T17:00:00.0/2025-02-06T18:00:00.0;29.5885;9.6034;2.2039;7.3995;31.9907
2025-02-06T18:00:00.0/2025-02-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T19:00:00.0/2025-02-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T20:00:00.0/2025-02-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T21:00:00.0/2025-02-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T22:00:00.0/2025-02-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-06T23:00:00.0/2025-02-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T00:00:00.0/2025-02-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T01:00:00.0/2025-02-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T02:00:00.0/2025-02-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T03:00:00.0/2025-02-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T04:00:00.0/2025-02-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T05:00:00.0/2025-02-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T06:00:00.0/2025-02-07T07:00:00.0;30.5321;10.0632;2.2600;7.8031;32.1685
2025-02-07T07:00:00.0/2025-02-07T08:00:00.0;283.0388;152.4442;80.6191;71.8251;368.1411
2025-02-07T08:00:00.0/2025-02-07T09:00:00.0;552.3114;369.1712;248.4986;120.6725;623.6226
2025-02-07T09:00:00.0/2025-02-07T10:00:00.0;772.2295;561.5947;412.5029;149.0917;746.0702
2025-02-07T10:00:00.0/2025-02-07T11:00:00.0;927.8082;700.9909;535.7817;165.2092;807.9937
2025-02-07T11:00:00.0/2025-02-07T12:00:00.0;1008.4464;773.4511;601.2112;172.2399;834.5730
2025-02-07T12:00:00.0/2025-02-07T13:00:00.0;1008.6501;772.8705;601.2294;171.6410;834.4183
2025-02-07T13:00:00.0/2025-02-07T14:00:00.0;928.4074;699.4315;535.5378;163.8937;807.0598
2025-02-07T14:00:00.0/2025-02-07T15:00:00.0;773.1904;560.7642;414.0422;146.7220;748.0258
2025-02-07T15:00:00.0/2025-02-07T16:00:00.0;553.5821;370.4050;252.9244;117.4806;633.6762
2025-02-07T16:00:00.0/2025-02-07T17:00:00.0;284.5551;155.5841;85.5915;69.9926;391.6594
2025-02-07T17:00:00.0/2025-02-07T18:00:00.0;31.2446;10.6586;2.6589;7.9997;37.5757
2025-02-07T18:00:00.0/2025-02-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T19:00:00.0/2025-02-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T20:00:00.0/2025-02-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T21:00:00.0/2025-02-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T22:00:00.0/2025-02-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-07T23:00:00.0/2025-02-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T00:00:00.0/2025-02-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T01:00:00.0/2025-02-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T02:00:00.0/2025-02-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T03:00:00.0/2025-02-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T04:00:00.0/2025-02-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T05:00:00.0/2025-02-08T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T06:00:00.0/2025-02-08T07:00:00.0;32.2335;10.7402;2.3332;8.4070;32.0714
2025-02-08T07:00:00.0/2025-02-08T08:00:00.0;287.1029;153.9809;79.9595;74.0214;361.1108
2025-02-08T08:00:00.0/2025-02-08T09:00:00.0;556.6904;366.5417;239.6117;126.9299;596.8351
2025-02-08T09:00:00.0/2025-02-08T10:00:00.0;776.8654;554.4821;391.1682;163.3140;703.2352
2025-02-08T10:00:00.0/2025-02-08T11:00:00.0;932.6260;690.2017;501.0977;189.1040;751.6498
2025-02-08T11:00:00.0/2025-02-08T12:00:00.0;1013.3588;761.2848;559.9874;201.2973;773.3198
2025-02-08T12:00:00.0/2025-02-08T13:00:00.0;1013.5635;761.1735;560.6736;200.4999;774.1061
2025-02-08T13:00:00.0/2025-02-08T14:00:00.0;933.2288;688.6537;497.6209;191.0328;745.7477
2025-02-08T14:00:00.0/2025-02-08T15:00:00.0;777.8331;551.8240;383.2724;168.5516;688.0514
2025-02-08T15:00:00.0/2025-02-08T16:00:00.0;557.9717;364.3258;233.1021;131.2237;579.0140
2025-02-08T16:00:00.0/2025-02-08T17:00:00.0;288.6349;153.3667;77.8953;75.4714;350.7307
2025-02-08T17:00:00.0/2025-02-08T18:00:00.0;33.0097;10.9833;2.3948;8.5885;32.5490
2025-02-08T18:00:00.0/2025-02-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T19:00:00.0/2025-02-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T20:00:00.0/2025-02-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T21:00:00.0/2025-02-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T22:00:00.0/2025-02-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-08T23:00:00.0/2025-02-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T00:00:00.0/2025-02-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T01:00:00.0/2025-02-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T02:00:00.0/2025-02-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T03:00:00.0/2025-02-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T04:00:00.0/2025-02-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T05:00:00.0/2025-02-09T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T06:00:00.0/2025-02-09T07:00:00.0;34.0349;12.0876;3.4098;8.6778;46.3702
2025-02-09T07:00:00.0/2025-02-09T08:00:00.0;291.2082;163.6848;95.2239;68.4609;428.0968
2025-02-09T08:00:00.0/2025-02-09T09:00:00.0;561.1048;381.9462;271.6888;110.2574;671.6344
2025-02-09T09:00:00.0/2025-02-09T10:00:00.0;781.5322;573.9522;439.6803;134.2719;785.4921
2025-02-09T10:00:00.0/2025-02-09T11:00:00.0;937.4713;712.7560;564.6671;148.0889;842.2870
2025-02-09T11:00:00.0/2025-02-09T12:00:00.0;1018.2968;785.3774;631.3138;154.0637;867.3151
2025-02-09T12:00:00.0/2025-02-09T13:00:00.0;1018.5026;785.6240;632.2615;153.3625;868.4375
2025-02-09T13:00:00.0/2025-02-09T14:00:00.0;938.0773;713.2556;566.4340;146.8216;844.3372
2025-02-09T14:00:00.0/2025-02-09T15:00:00.0;782.5059;573.3573;437.6820;135.6753;780.6245
2025-02-09T15:00:00.0/2025-02-09T16:00:00.0;562.3961;379.3894;264.7296;114.6598;652.1549
2025-02-09T16:00:00.0/2025-02-09T17:00:00.0;292.7551;160.8341;89.3144;71.5197;397.3847
2025-02-09T17:00:00.0/2025-02-09T18:00:00.0;34.8372;11.9674;3.0237;8.9437;40.3786
2025-02-09T18:00:00.0/2025-02-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T19:00:00.0/2025-02-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T20:00:00.0/2025-02-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T21:00:00.0/2025-02-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T22:00:00.0/2025-02-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-09T23:00:00.0/2025-02-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T00:00:00.0/2025-02-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T01:00:00.0/2025-02-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T02:00:00.0/2025-02-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T03:00:00.0/2025-02-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T04:00:00.0/2025-02-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T05:00:00.0/2025-02-10T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T06:00:00.0/2025-02-10T07:00:00.0;35.8956;12.0775;2.5435;9.5341;33.2792
2025-02-10T07:00:00.0/2025-02-10T08:00:00.0;295.3524;157.8707;78.9392;78.9315;347.1200
2025-02-10T08:00:00.0/2025-02-10T09:00:00.0;565.5522;371.4834;237.1053;134.3781;580.6203
2025-02-10T09:00:00.0/2025-02-10T10:00:00.0;786.2269;560.8663;391.1776;169.6887;694.2652
2025-02-10T10:00:00.0/2025-02-10T11:00:00.0;942.3409;697.4836;505.1402;192.3434;749.3339
2025-02-10T11:00:00.0/2025-02-10T12:00:00.0;1023.2573;767.8274;563.7642;204.0632;770.5079
2025-02-10T12:00:00.0/2025-02-10T13:00:00.0;1023.4640;765.8209;559.8665;205.9544;764.9785
2025-02-10T13:00:00.0/2025-02-10T14:00:00.0;942.9498;691.5768;492.6465;198.9302;730.1113
2025-02-10T14:00:00.0/2025-02-10T15:00:00.0;787.2061;549.6293;365.4038;184.2256;646.8024
2025-02-10T15:00:00.0/2025-02-10T16:00:00.0;566.8526;355.2601;203.3824;151.8777;494.6825
2025-02-10T16:00:00.0/2025-02-10T17:00:00.0;296.9134;144.7148;57.6343;87.0805;247.1573
2025-02-10T17:00:00.0/2025-02-10T18:00:00.0;36.7275;11.0448;1.3992;9.6456;17.8375
2025-02-10T18:00:00.0/2025-02-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T19:00:00.0/2025-02-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T20:00:00.0/2025-02-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T21:00:00.0/2025-02-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T22:00:00.0/2025-02-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-10T23:00:00.0/2025-02-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T00:00:00.0/2025-02-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T01:00:00.0/2025-02-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T02:00:00.0/2025-02-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T03:00:00.0/2025-02-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T04:00:00.0/2025-02-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T05:00:00.0/2025-02-11T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T06:00:00.0/2025-02-11T07:00:00.0;37.7890;12.0446;1.8293;10.2153;22.9386
2025-02-11T07:00:00.0/2025-02-11T08:00:00.0;299.5335;152.5359;66.3366;86.1993;284.7074
2025-02-11T08:00:00.0/2025-02-11T09:00:00.0;570.0299;363.5890;215.2953;148.2936;521.7843
2025-02-11T09:00:00.0/2025-02-11T10:00:00.0;790.9467;553.9985;369.2745;184.7240;650.8725
2025-02-11T10:00:00.0/2025-02-11T11:00:00.0;947.2318;692.4930;487.5412;204.9517;719.1030
2025-02-11T11:00:00.0/2025-02-11T12:00:00.0;1028.2369;764.0921;548.5922;215.4999;745.8799
2025-02-11T12:00:00.0/2025-02-11T13:00:00.0;1028.4443;762.6072;544.4823;218.1249;740.0936
2025-02-11T13:00:00.0/2025-02-11T14:00:00.0;947.8431;688.8132;477.9604;210.8527;704.4169
2025-02-11T14:00:00.0/2025-02-11T15:00:00.0;791.9307;549.0776;358.0214;191.0562;630.0259
2025-02-11T15:00:00.0/2025-02-11T16:00:00.0;571.3388;358.1099;205.1481;152.9617;495.5913
2025-02-11T16:00:00.0/2025-02-11T17:00:00.0;301.1079;148.7558;61.4511;87.3048;261.6846
2025-02-11T17:00:00.0/2025-02-11T18:00:00.0;38.6508;11.8919;1.6922;10.1997;21.0825
2025-02-11T18:00:00.0/2025-02-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T19:00:00.0/2025-02-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T20:00:00.0/2025-02-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T21:00:00.0/2025-02-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T22:00:00.0/2025-02-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-11T23:00:00.0/2025-02-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T00:00:00.0/2025-02-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T01:00:00.0/2025-02-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T02:00:00.0/2025-02-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T03:00:00.0/2025-02-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T04:00:00.0/2025-02-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T05:00:00.0/2025-02-12T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T06:00:00.0/2025-02-12T07:00:00.0;39.7955;11.9036;1.5092;10.3944;18.3979
2025-02-12T07:00:00.0/2025-02-12T08:00:00.0;303.7495;146.4776;57.0632;89.4144;240.0554
2025-02-12T08:00:00.0/2025-02-12T09:00:00.0;574.5356;356.3274;200.0498;156.2776;479.6430
2025-02-12T09:00:00.0/2025-02-12T10:00:00.0;795.6886;551.5576;361.4855;190.0721;632.5844
2025-02-12T10:00:00.0/2025-02-12T11:00:00.0;952.1406;696.6786;494.3361;202.3425;724.8691
2025-02-12T11:00:00.0/2025-02-12T12:00:00.0;1033.2324;773.0256;565.8174;207.2083;765.2912
2025-02-12T12:00:00.0/2025-02-12T13:00:00.0;1033.4404;773.8536;565.7227;208.1308;764.9962
2025-02-12T13:00:00.0/2025-02-12T14:00:00.0;952.7541;701.5527;501.7155;199.8373;735.4490
2025-02-12T14:00:00.0/2025-02-12T15:00:00.0;796.6770;564.4818;388.1032;176.3786;679.4272
2025-02-12T15:00:00.0/2025-02-12T16:00:00.0;575.8522;376.7275;240.6665;136.0611;578.9801
2025-02-12T16:00:00.0/2025-02-12T17:00:00.0;305.3365;164.1994;84.8575;79.3420;363.9735
2025-02-12T17:00:00.0/2025-02-12T18:00:00.0;40.6897;13.9006;3.2367;10.6639;39.5058
2025-02-12T18:00:00.0/2025-02-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T19:00:00.0/2025-02-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T20:00:00.0/2025-02-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T21:00:00.0/2025-02-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T22:00:00.0/2025-02-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-12T23:00:00.0/2025-02-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T00:00:00.0/2025-02-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T01:00:00.0/2025-02-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T02:00:00.0/2025-02-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T03:00:00.0/2025-02-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T04:00:00.0/2025-02-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T05:00:00.0/2025-02-13T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2025-02-13T06:00:00.0/2025-02-13T07:00:00.0;41.8655;16.3830;5.6750;10.7081;70.1132
2025-02-13T07:00:00.0/2025-02-13T08:00:00.0;307.9983;186.1522;119.4429;66.7093;512.5012
2025-02-13T08:00:00.0/2025-02-13T09:00:00.0;579.0667;413.7200;313.2279;100.4921;750.8060
2025-02-13T09:00:00.0/2025-02-13T10:00:00.0;800.4499;608.3381;486.5530;121.7850;847.9235
2025-02-13T10:00:00.0/2025-02-13T11:00:00.0;957.0646;747.7628;612.3270;135.4358;893.5475
2025-02-13T11:00:00.0/2025-02-13T12:00:00.0;1038.2407;820.0462;678.8105;141.2357;913.3762
2025-02-13T12:00:00.0/2025-02-13T13:00:00.0;1038.4492;818.9238;679.0456;139.8782;913.4964
2025-02-13T13:00:00.0/2025-02-13T14:00:00.0;957.6797;744.3312;610.6965;133.6347;890.4789
2025-02-13T14:00:00.0/2025-02-13T15:00:00.0;801.4421;602.5811;480.2714;122.3097;835.6405
2025-02-13T15:00:00.0/2025-02-13T16:00:00.0;580.3903;406.8500;303.8690;102.9811;725.9880
